symbol,timestamp,open,high,low,close,volume
QQQ,2025-10-10 12:00:00,599.64,611.55,597.95,599.4568,2984532.0
QQQ,2025-10-10 12:15:00,599.5,600.2164,597.701,598.81,2692484.0
QQQ,2025-10-10 12:30:00,598.74,599.92,597.24,597.52,2591254.0
QQQ,2025-10-10 12:45:00,597.56,610.15,595.42,595.67,3036257.0
QQQ,2025-10-10 13:00:00,595.64,596.13,594.33,594.7875,2540373.0
QQQ,2025-10-10 13:15:00,594.83,597.18,594.64,597.045,2490852.0
QQQ,2025-10-10 13:30:00,596.94,597.89,596.55,596.8755,3079438.0
QQQ,2025-10-10 13:45:00,596.83,597.03,595.38,596.18,1661515.0
QQQ,2025-10-10 14:00:00,596.22,596.43,595.2712,596.375,1270447.0
QQQ,2025-10-10 14:15:00,596.34,597.13,595.556,595.89,1405248.0
QQQ,2025-10-10 14:30:00,595.88,596.35,594.87,594.9,1134164.0
QQQ,2025-10-10 14:45:00,594.92,595.67,593.59,593.99,2033946.0
QQQ,2025-10-10 15:00:00,594.0,595.11,593.19,593.5445,2582118.0
QQQ,2025-10-10 15:15:00,593.52,594.03,592.16,592.6065,2470178.0
QQQ,2025-10-10 15:30:00,592.64,592.96,590.59,592.73,4061538.0
QQQ,2025-10-10 15:45:00,592.72,593.24,589.05,589.485,9044594.0
QQQ,2025-10-10 16:00:00,589.47,600.2753,589.27,590.46,3360802.0
QQQ,2025-10-10 16:15:00,590.44,610.694,589.3747,590.48,2395296.0
QQQ,2025-10-10 16:30:00,590.48,590.51,589.5,589.96,581182.0
QQQ,2025-10-10 16:45:00,589.93,590.04,583.63,584.46,1698690.0
QQQ,2025-10-10 17:00:00,584.5,589.5,584.09,584.61,706978.0
QQQ,2025-10-10 17:15:00,584.61,584.7,582.76,583.0,615057.0
QQQ,2025-10-10 17:30:00,583.0,583.47,582.03,583.18,330470.0
QQQ,2025-10-10 17:45:00,583.15,583.25,582.47,583.19,225002.0
QQQ,2025-10-10 18:00:00,583.19,588.2,583.08,587.4301,427172.0
QQQ,2025-10-10 18:15:00,587.46,588.0,586.74,587.6799,158472.0
QQQ,2025-10-10 18:30:00,587.68,587.95,586.0,586.15,128193.0
QQQ,2025-10-10 18:45:00,586.15,587.62,586.07,587.52,101950.0
QQQ,2025-10-10 19:00:00,587.5291,587.82,587.5,587.63,63463.0
QQQ,2025-10-10 19:15:00,587.62,589.225,587.5,588.89,155093.0
QQQ,2025-10-10 19:30:00,588.93,589.99,588.9,589.82,117404.0
QQQ,2025-10-10 19:45:00,589.83,590.56,589.81,589.93,177260.0
QQQ,2025-10-13 04:00:00,602.28,602.28,598.0,600.96,217450.0
QQQ,2025-10-13 04:15:00,600.99,601.34,600.32,600.32,151367.0
QQQ,2025-10-13 04:30:00,600.38,600.95,600.04,600.05,143926.0
QQQ,2025-10-13 04:45:00,600.06,600.94,600.02,600.81,145626.0
QQQ,2025-10-13 05:00:00,600.8,600.95,600.29,600.53,178567.0
